Documento;Perplejidad;Burstiness;TTR;MTTR;Hapax_Ratio;Yule_K;MLS;CV_MLS;Flesch_Kincaid;FK_Varianza;Coherencia_Sem;Coherencia_Var;Ratio_Func_Cont;Clasificacion;Probabilidad_Humano
18524fb4-a9cc-4dc6-b116-0bb316a8fe7a;64.85;0.264;0.644;0.836;55.6%;138.86;19.2;0.264;14.6;429.452;0.406;0.023;0.394;HUMANO;65.0%
18540732-960a-4531-9875-b35444b3fd39;86.99;0.353;0.699;0.820;60.6%;100.41;17.6;0.353;2.9;926.781;0.371;0.016;0.389;HUMANO;85.0%
18576d9a-ad80-4d08-94d5-f20b766e3885;89.44;0.347;0.606;0.795;46.8%;146.57;25.6;0.347;17.4;376.038;0.314;0.005;0.438;HUMANO;75.0%
18591db3-705c-4743-bf1c-a921d5e50a1e;196.05;0.436;0.680;0.860;59.3%;118.80;20.2;0.436;11.7;845.287;0.405;0.012;0.394;HUMANO;80.0%
185dd9bf-e9ee-41da-8d4c-fd94ecfcff10;92.64;0.223;0.655;0.825;54.7%;130.07;17.2;0.223;13.2;644.551;0.272;0.050;0.419;HUMANO;60.0%
185e370d-549a-40bf-9616-6b26d7984eff;97.34;0.249;0.634;0.785;52.5%;155.87;15.6;0.249;23.0;423.508;0.291;0.011;0.416;HUMANO;60.0%
1861dc94-1095-400b-8fe3-0c17e2a88742;113.83;0.722;0.664;0.820;55.3%;126.57;20.5;0.722;18.8;224.438;0.215;0.013;0.373;HUMANO;95.0%
18649e46-5feb-4fa2-87bc-d6a9781c1efe;119.94;0.307;0.645;0.793;52.7%;154.06;21.5;0.307;11.4;359.421;0.289;0.029;0.420;HUMANO;75.0%
1869fd48-8ecb-4e5b-a174-be51efdf016f;96.05;0.589;0.595;0.770;47.1%;189.57;17.6;0.589;33.4;1203.150;0.271;0.024;0.452;HUMANO;85.0%
1882ef07-879d-49f5-833e-a23db4a0f883;72.50;0.340;0.741;0.880;63.3%;95.34;20.1;0.340;21.3;224.729;0.284;0.033;0.418;HUMANO;75.0%
1889bf73-0016-4797-8dbc-5ed2f9510f92;114.83;0.311;0.674;0.865;57.3%;104.37;22.3;0.311;19.3;461.527;0.254;0.023;0.385;HUMANO;75.0%
188eb428-6279-44b2-880a-309074dbad03;153.59;0.471;0.637;0.810;53.4%;128.94;19.8;0.471;23.4;366.079;0.366;0.023;0.440;HUMANO;80.0%
18941001-6db2-4e77-a61f-b75760e45605;131.07;0.344;0.713;0.833;63.1%;114.41;17.7;0.344;28.8;230.114;0.277;0.021;0.401;HUMANO;75.0%
189411ee-2427-44f1-889a-f5edfb4f19e4;76.33;0.352;0.661;0.844;54.2%;99.05;28.2;0.352;3.2;373.680;0.346;0.028;0.402;HUMANO;85.0%
1895953a-0bb1-48b2-831a-abfb7ff2eb69;112.54;0.521;0.655;0.825;55.5%;114.46;22.2;0.521;19.8;206.844;0.377;0.025;0.423;HUMANO;95.0%
18981f20-853a-4325-a45c-36d314fa8c9c;140.62;0.268;0.643;0.825;52.5%;115.48;20.4;0.268;29.1;258.133;0.290;0.021;0.412;HUMANO;65.0%
1899fbba-9875-41e1-bdc1-c31638cf6523;75.68;0.321;0.648;0.793;53.3%;164.55;23.7;0.321;18.2;180.903;0.312;0.043;0.442;HUMANO;75.0%
189ddd54-f061-4e0f-acf4-5d4c042c37bc;98.94;0.192;0.723;0.860;61.7%;93.37;21.1;0.192;10.4;585.163;0.413;0.038;0.399;IA;60.0%
18a2d98b-174a-4859-82cc-86e607405e4f;140.05;0.589;0.628;0.780;49.7%;216.19;12.6;0.589;18.1;1399.568;0.299;0.012;0.410;HUMANO;95.0%
18a4ae12-8341-4803-8f51-089e1331ab8f;131.78;0.448;0.614;0.775;48.8%;170.90;19.8;0.448;34.6;128.174;0.242;0.029;0.437;HUMANO;95.0%
18aec6fd-5adc-41a8-b507-c65b89551676;97.58;0.360;0.626;0.800;50.6%;146.66;15.6;0.360;20.4;794.366;0.271;0.034;0.444;HUMANO;85.0%
18af2da0-511c-4860-abfa-904fc475f778;154.97;0.297;0.605;0.788;48.5%;158.29;22.8;0.297;22.7;436.664;0.314;0.019;0.429;HUMANO;50.0%
18afd984-9a2b-47c5-a9fb-76b0073bc221;67.17;0.312;0.691;0.813;58.0%;105.61;22.6;0.312;1.8;218.305;0.344;0.028;0.425;HUMANO;75.0%
18b3dbcb-fb0d-46b5-a0a4-2768cd103472;77.55;0.323;0.681;0.853;55.7%;118.63;18.9;0.323;20.2;1154.496;0.319;0.026;0.405;HUMANO;75.0%
18b998b1-f125-400f-881e-b31dae762cce;119.41;0.444;0.674;0.840;56.7%;123.96;15.0;0.444;18.3;723.889;0.320;0.049;0.411;HUMANO;95.0%
18ba148f-a0ac-4b8a-8379-a1230427fca5;69.00;0.356;0.645;0.793;53.0%;160.40;21.2;0.356;19.1;539.844;0.369;0.007;0.446;HUMANO;85.0%
18baaa04-19f4-45a1-a1d0-ac2d4f418230;79.57;0.349;0.746;0.830;63.6%;103.42;15.1;0.349;20.5;880.482;0.321;0.011;0.390;HUMANO;75.0%
18c50733-acad-4567-9673-aaeba4216652;80.33;0.470;0.527;0.745;38.7%;209.66;20.3;0.470;19.1;606.741;0.359;0.053;0.457;IA;85.0%
18c75f52-1be5-434b-95c3-f49a32e6d856;140.67;0.235;0.674;0.840;56.0%;143.36;19.6;0.235;23.2;488.055;0.337;0.032;0.404;HUMANO;60.0%
18cf12cf-c432-4381-90d2-9365dd05d300;77.63;0.374;0.609;0.793;48.9%;167.18;20.9;0.374;29.1;233.247;0.356;0.017;0.446;HUMANO;85.0%
18d4e9c1-d372-4068-8eab-60fc3968d94e;92.13;0.356;0.670;0.840;56.9%;116.47;18.3;0.356;19.9;297.307;0.328;0.029;0.416;HUMANO;85.0%
18d96ac5-8581-4b4f-a40e-d36ee275f455;137.23;0.287;0.676;0.825;56.3%;134.45;18.0;0.287;14.1;141.098;0.292;0.011;0.418;HUMANO;65.0%
18dda2b1-eb27-4ef2-b9dc-129d3507e857;73.85;0.463;0.593;0.796;48.2%;141.58;25.6;0.463;17.3;288.813;0.339;0.022;0.414;HUMANO;85.0%
18e179fa-92be-40f7-b2fe-234b85218ed2;78.39;0.369;0.639;0.800;52.5%;167.71;18.8;0.369;36.6;294.490;0.322;0.015;0.420;HUMANO;85.0%
18e47919-bf0f-4f33-a217-c1f2994c644f;84.47;0.354;0.595;0.788;46.0%;159.67;18.6;0.354;22.3;329.890;0.372;0.026;0.440;HUMANO;75.0%
18e6293d-e3a6-4e02-ba50-a4fbdb821365;119.26;0.359;0.618;0.832;50.0%;115.82;18.0;0.359;26.4;353.197;0.333;0.015;0.418;HUMANO;85.0%
18e8c865-8054-449f-8d1b-fb0afa464832;108.01;0.434;0.679;0.870;54.0%;97.92;17.1;0.434;17.2;465.885;0.294;0.019;0.342;HUMANO;95.0%
18e8f2b2-c6a3-486c-aa42-54ea2807b23b;93.33;0.277;0.641;0.775;52.9%;146.10;19.1;0.277;30.3;396.775;0.259;0.029;0.437;HUMANO;65.0%
18ebafeb-c3d4-473b-902c-1ec12942785c;93.15;0.311;0.688;0.807;59.7%;135.59;19.7;0.311;14.4;497.770;0.261;0.014;0.398;HUMANO;75.0%
18eceeaa-f6c4-4103-9cd8-1b0040264ca9;174.81;0.410;0.632;0.805;52.6%;155.71;17.9;0.410;15.3;699.273;0.354;0.041;0.417;HUMANO;80.0%
18f2762b-e410-4826-9f21-b66ee07430e5;98.08;0.408;0.589;0.785;49.2%;166.24;17.9;0.408;23.1;1234.787;0.319;0.020;0.472;HUMANO;85.0%
18f7064b-9129-47ca-91ac-206b21a00a62;142.66;0.289;0.620;0.820;48.3%;105.87;16.4;0.289;14.8;719.696;0.390;0.024;0.434;HUMANO;65.0%
18f8d3d1-bf29-4778-a4ea-45413916e489;168.03;0.394;0.605;0.765;51.2%;159.43;15.1;0.394;31.4;286.892;0.311;0.038;0.463;HUMANO;70.0%
18fa1535-ae92-4ebc-ba62-f7d48ec6b5f9;152.20;0.287;0.668;0.847;55.6%;112.97;18.0;0.287;2.1;767.280;0.329;0.014;0.367;HUMANO;50.0%
18fb315f-2315-45a6-bc21-d1e659a36525;113.24;0.394;0.655;0.827;53.8%;111.31;15.2;0.394;10.9;487.283;0.309;0.025;0.416;HUMANO;85.0%
18fbf273-6e07-4d7f-9582-76755d0d6b06;167.08;0.411;0.627;0.790;52.6%;133.24;16.3;0.411;20.7;476.454;0.229;0.019;0.464;HUMANO;80.0%
18ff0919-6582-4a6c-a128-0c6ce9b86a03;177.38;0.337;0.665;0.807;55.9%;130.10;15.7;0.337;29.0;536.282;0.336;0.012;0.418;HUMANO;60.0%
190c7436-2c6e-4e1e-983a-a59c40218af7;67.34;0.412;0.606;0.780;42.9%;155.43;22.2;0.412;27.9;1012.620;0.404;0.003;0.417;HUMANO;95.0%
19100a11-1b1a-447c-b6db-46eb98b43a3a;88.88;0.352;0.614;0.793;48.7%;164.39;18.2;0.352;37.8;670.085;0.428;0.021;0.442;HUMANO;85.0%
19105ce8-6b85-40b6-aec9-14d82c12a7de;108.41;0.199;0.640;0.805;52.8%;133.64;19.5;0.199;17.5;313.990;0.304;0.010;0.425;HUMANO;60.0%
19129f02-9288-48c3-9461-21f2bbea83dd;94.89;0.406;0.639;0.824;52.9%;120.29;17.9;0.406;16.7;923.239;0.356;0.016;0.380;HUMANO;95.0%
19136fc4-7e11-4597-a318-449f0e4f9ceb;198.42;0.500;0.615;0.780;50.2%;133.05;22.4;0.500;22.0;567.941;0.374;0.035;0.418;HUMANO;80.0%
19191036-76d2-4fc3-a988-4d8237196b19;112.24;0.339;0.633;0.820;50.0%;127.03;18.3;0.339;19.0;406.948;0.338;0.014;0.423;HUMANO;75.0%
192c95d1-c2cd-45d5-bbff-ec3238e2245e;82.08;0.510;0.703;0.800;60.2%;180.98;23.8;0.510;15.6;295.644;0.242;0.049;0.458;HUMANO;95.0%
192cddce-8fee-481b-8de7-c48dbd194fa2;60.68;0.276;0.698;0.835;61.4%;122.05;25.2;0.276;11.6;97.950;0.318;0.042;0.421;HUMANO;65.0%
192e0135-98e7-41d9-a0dc-adcba6ff254a;100.21;0.331;0.660;0.805;56.6%;129.94;18.0;0.331;28.7;491.144;0.223;0.026;0.425;HUMANO;75.0%
1936d4b6-e47e-483e-92e7-f90d74b85f96;86.47;0.445;0.689;0.845;58.7%;147.04;16.3;0.445;21.1;1491.865;0.319;0.014;0.403;HUMANO;95.0%
19372db4-2ae2-4a45-8544-9a291450dce4;156.04;0.454;0.692;0.840;60.0%;120.97;18.0;0.454;12.1;357.115;0.367;0.017;0.385;HUMANO;80.0%
1937b957-0eec-4728-a8af-9522cc9398ba;111.07;0.450;0.670;0.805;58.9%;172.62;21.1;0.450;19.0;312.069;0.267;0.024;0.411;HUMANO;95.0%
193835ff-1823-489a-9334-4b3af084a3bb;92.95;0.529;0.601;0.792;48.9%;166.46;18.7;0.529;15.3;525.231;0.326;0.015;0.435;HUMANO;95.0%
193f5b68-c614-4f42-8777-2383e6024bcc;111.42;0.461;0.655;0.780;57.0%;185.00;18.5;0.461;16.7;225.714;0.344;0.043;0.425;HUMANO;95.0%
1940ca83-ed0e-4ab0-b092-ff8715b379ae;76.60;0.346;0.649;0.760;54.6%;165.96;20.9;0.346;27.7;300.673;0.285;0.023;0.454;HUMANO;75.0%
1940f2d1-8007-4796-9b4c-32a1dd974f0e;119.97;0.510;0.679;0.827;57.6%;106.33;18.7;0.510;16.3;526.286;0.234;0.014;0.446;HUMANO;95.0%
1943a270-f1a2-477d-8464-f890c3d7ed26;176.81;0.561;0.665;0.813;54.2%;134.20;17.9;0.561;16.4;250.830;0.343;0.019;0.436;HUMANO;80.0%
194df72e-5df6-4183-9425-7a8f3875b129;150.81;0.363;0.669;0.813;56.2%;123.44;20.4;0.363;18.0;283.397;0.286;0.032;0.431;HUMANO;70.0%
1955d33d-e71d-4265-994a-266ccc0339cd;132.57;0.435;0.611;0.800;50.7%;131.12;20.4;0.435;18.1;952.539;0.320;0.010;0.425;HUMANO;95.0%
19580305-aa58-408c-9968-90ef3c01bf2f;81.74;0.385;0.670;0.787;56.0%;120.06;22.1;0.385;21.7;550.445;0.442;0.014;0.408;HUMANO;85.0%
1959c2b4-3d26-4e55-a287-98ec3e4d6af7;133.29;0.535;0.620;0.808;51.6%;155.52;19.4;0.535;22.3;400.465;0.281;0.018;0.456;HUMANO;95.0%
195bfeca-3088-43f2-9917-d6382e3f4975;122.50;0.427;0.609;0.784;49.7%;146.47;16.7;0.427;23.8;460.248;0.289;0.021;0.398;HUMANO;95.0%
19600ed7-e007-4584-be69-23666104e021;159.59;0.287;0.699;0.847;58.6%;91.92;17.4;0.287;16.6;494.298;0.280;0.016;0.371;HUMANO;50.0%
19676249-ae9c-42af-be2d-b1445b091978;42.96;0.272;0.635;0.780;51.7%;148.97;18.0;0.272;18.4;127.083;0.313;0.033;0.404;IA;50.0%
196cd1a0-64e3-4e50-8b4e-66d1509af201;133.95;0.557;0.692;0.853;58.7%;104.11;17.3;0.557;12.3;214.041;0.301;0.017;0.413;HUMANO;95.0%
197aed89-a172-4d30-ac3e-2480fd44e741;127.46;0.394;0.632;0.800;54.7%;166.20;18.2;0.394;7.1;813.305;0.208;0.010;0.421;HUMANO;85.0%
1981b4c1-e5f9-48bb-b706-21b936b745a2;130.76;0.458;0.667;0.825;54.5%;109.07;18.2;0.458;26.6;606.564;0.295;0.039;0.394;HUMANO;95.0%
1983cfa6-73cf-4586-bf5a-086d1a48c090;89.26;0.472;0.703;0.807;61.0%;115.60;15.9;0.472;26.8;602.246;0.224;0.039;0.395;HUMANO;95.0%
198549a3-4206-4a21-9417-a00ebfd13331;96.72;0.296;0.652;0.780;57.6%;221.92;22.6;0.296;25.1;413.493;0.386;0.021;0.434;HUMANO;65.0%
19855629-45f0-45e3-9afd-f5247d3b4cab;108.48;0.515;0.581;0.784;45.8%;200.30;18.9;0.515;31.6;1003.023;0.327;0.036;0.423;HUMANO;85.0%
198b85d0-8039-4f1f-a971-b6194b1a09ee;117.33;0.242;0.637;0.810;53.2%;146.04;29.0;0.242;17.0;162.437;0.366;0.015;0.463;IA;60.0%
1996480e-9659-441d-bc5c-ea68a4d70399;66.28;0.342;0.574;0.770;43.1%;194.10;29.1;0.342;7.6;178.393;0.395;0.012;0.455;IA;65.0%
199c6ee4-7c7a-4928-a632-b223859910a6;103.95;0.435;0.616;0.780;51.5%;163.76;22.2;0.435;22.3;915.066;0.326;0.032;0.480;HUMANO;95.0%
199cabc1-a983-4ae0-b05b-d36ab8cf0608;161.82;0.311;0.676;0.830;57.7%;117.26;14.3;0.311;1.2;942.187;0.320;0.021;0.399;HUMANO;60.0%
199e9128-7694-4c7b-90f3-377fcb2b4441;135.17;0.388;0.714;0.835;63.2%;99.17;18.6;0.388;7.4;354.939;0.268;0.013;0.345;HUMANO;85.0%
199f0811-9f09-4745-a993-86ab8b94cfc0;115.98;0.400;0.673;0.830;55.9%;102.42;12.5;0.400;24.2;331.908;0.312;0.014;0.408;HUMANO;95.0%
19a1fa1d-15e4-4fb0-abfb-d23957493c29;92.51;0.342;0.633;0.800;49.3%;169.78;15.3;0.342;17.4;573.916;0.259;0.023;0.420;HUMANO;75.0%
19a49ccc-3a7a-46ca-b513-19012d9ce445;124.95;0.238;0.693;0.860;56.8%;96.57;17.5;0.238;4.5;390.884;0.325;0.014;0.380;HUMANO;60.0%
19a646b3-265c-411c-bca0-4ab04934f667;171.88;0.306;0.689;0.840;57.8%;115.43;15.4;0.306;16.8;347.916;0.242;0.029;0.394;HUMANO;60.0%
19a93fad-28ac-4371-b963-35fd8dbd8f8c;88.49;0.375;0.693;0.770;59.1%;147.05;19.7;0.375;28.7;142.378;0.302;0.011;0.445;HUMANO;85.0%
19aab258-e442-472d-be5b-f81895c44bbe;152.40;0.486;0.672;0.807;56.6%;106.94;13.8;0.486;30.2;368.052;0.294;0.019;0.423;HUMANO;80.0%
19adf87a-7327-4ba9-b57f-50e21569f3b4;199.06;0.186;0.689;0.870;56.1%;99.53;15.1;0.186;14.5;180.142;0.233;0.016;0.426;IA;45.0%
19b68c62-7b6f-43c4-9283-a272eeeaf5ad;124.30;0.362;0.654;0.820;54.4%;126.96;17.7;0.362;18.9;247.862;0.222;0.015;0.412;HUMANO;85.0%
19be7af3-e614-4f3c-b7b5-470a47a51b63;87.62;0.242;0.625;0.808;50.2%;155.92;19.8;0.242;21.8;987.951;0.398;0.035;0.407;HUMANO;60.0%
19c5d64b-a2e2-40a3-9952-c09e3e49a2e4;87.82;0.319;0.630;0.780;51.4%;131.75;19.3;0.319;17.9;689.722;0.232;0.027;0.404;HUMANO;75.0%
19c7526d-ac8e-40a8-8a4f-1be2a65785a9;93.90;0.434;0.581;0.727;46.0%;181.10;14.5;0.434;30.9;959.248;0.254;0.010;0.460;HUMANO;85.0%
19cf2d7e-1332-4d62-9cdf-8e282bace880;71.58;0.286;0.696;0.740;56.5%;197.44;17.5;0.286;12.6;208.116;0.395;0.007;0.449;HUMANO;65.0%
19d19f5d-bdc4-475c-9594-5e0cae79d936;87.36;0.462;0.651;0.810;53.9%;128.79;15.4;0.462;7.9;1298.101;0.314;0.023;0.386;HUMANO;95.0%
19d7bc00-9e68-4c84-948e-7c0f7e1d0373;56.24;0.374;0.648;0.813;52.8%;116.16;25.1;0.374;16.7;555.490;0.340;0.016;0.422;HUMANO;85.0%
19dbc95a-184e-4511-b954-cb1678063062;148.59;0.278;0.719;0.867;60.6%;89.06;18.1;0.278;5.2;205.518;0.259;0.039;0.400;HUMANO;65.0%
19dd609d-ff62-4919-b834-27091784de2e;97.39;0.396;0.591;0.808;48.7%;147.59;22.8;0.396;13.8;128.054;0.317;0.033;0.480;HUMANO;75.0%
19dde65b-dc8e-48bd-a56b-a268d2890c4f;98.47;0.304;0.669;0.820;55.8%;124.56;18.6;0.304;6.1;298.103;0.376;0.022;0.358;HUMANO;75.0%
19df2bbb-6b41-4996-ae41-c003f78048a6;158.93;0.371;0.656;0.820;53.7%;110.23;19.2;0.371;16.0;582.708;0.361;0.015;0.383;HUMANO;70.0%
19df33fa-ce84-44c0-8b55-4cb670e9f11a;100.83;0.297;0.709;0.810;60.4%;122.52;22.7;0.297;4.9;690.700;0.248;0.023;0.440;HUMANO;65.0%
19e69897-253a-4d46-85af-5e6bd697c2a8;147.06;0.356;0.654;0.810;55.0%;122.57;24.2;0.356;19.2;339.750;0.366;0.005;0.404;HUMANO;85.0%
19eacdf8-82ea-41d1-999f-be402f8a7910;58.42;0.537;0.577;0.727;44.4%;166.08;20.1;0.537;17.7;1050.195;0.275;0.047;0.429;HUMANO;85.0%
19eba98d-1f58-467f-b34d-fe83cdf21af8;57.97;0.253;0.683;0.825;59.6%;136.37;19.6;0.253;27.9;473.773;0.256;0.022;0.409;HUMANO;65.0%
19ec1d63-6616-4022-9cb9-54c8beaf687f;136.51;0.360;0.681;0.800;55.6%;139.37;19.3;0.360;-0.1;673.596;0.411;0.007;0.385;HUMANO;85.0%
19eca8ad-50df-404d-86b2-e8ed5c4ce000;77.49;0.325;0.646;0.780;52.8%;136.35;20.3;0.325;10.7;735.815;0.321;0.027;0.410;HUMANO;75.0%
19ef3f6e-d1c2-4cb2-828a-54714b818d58;62.10;0.411;0.619;0.776;49.8%;143.23;18.5;0.411;16.6;380.498;0.202;0.028;0.416;HUMANO;95.0%
19f2e72e-da63-4693-b2f2-c7c8f2f7c02e;59.17;0.431;0.656;0.753;57.0%;248.23;21.6;0.431;28.6;348.920;0.270;0.028;0.450;HUMANO;95.0%
19f3fd55-6138-4ce5-97c9-6dc4438db3fc;168.45;0.454;0.619;0.795;51.1%;160.04;21.5;0.454;20.9;670.841;0.326;0.033;0.429;HUMANO;80.0%
19f587c4-54fa-4bb7-97db-07d53f687b81;165.93;0.312;0.677;0.827;58.7%;135.49;19.3;0.312;18.0;290.339;0.321;0.030;0.444;HUMANO;60.0%
1a038a05-f2b8-4ac1-b041-671abf9180a4;84.01;0.396;0.659;0.820;53.2%;116.28;19.8;0.396;26.1;228.777;0.275;0.043;0.416;HUMANO;85.0%
1a18b068-4dba-4f60-9473-ff6b5d77464d;87.75;0.381;0.700;0.827;60.0%;113.58;20.2;0.381;15.7;616.349;0.285;0.015;0.422;HUMANO;85.0%
1a1edae3-a678-4b8b-82a2-50cf29084011;81.79;0.446;0.640;0.813;51.2%;175.77;19.3;0.446;33.6;476.996;0.359;0.024;0.442;HUMANO;95.0%
1a227f65-59b7-43dc-89e8-912cf31f43c7;82.68;0.381;0.686;0.800;60.5%;167.71;23.4;0.381;14.3;280.545;0.275;0.021;0.443;HUMANO;85.0%
1a24f281-31f6-4b73-a4e2-570c79001648;102.53;0.418;0.651;0.767;53.0%;137.18;18.6;0.418;23.4;550.665;0.382;0.042;0.446;HUMANO;95.0%
1a2c3649-52ae-4ed0-a2d8-b4f43dcce413;149.07;0.259;0.733;0.813;64.8%;113.13;18.9;0.259;12.4;268.851;0.330;0.021;0.376;HUMANO;65.0%
1a2e93ea-965d-4ad0-8f8a-b457294fcbe4;131.86;0.324;0.658;0.813;53.1%;137.44;18.1;0.324;17.6;463.701;0.212;0.019;0.398;HUMANO;75.0%
1a2efc5e-274c-42a7-8c5c-301cfcc38bdf;125.22;0.274;0.684;0.813;58.5%;119.01;21.9;0.274;2.9;290.564;0.408;0.040;0.421;HUMANO;65.0%
1a319c97-9e5f-4ee8-8abf-c0a6b74663e5;85.90;0.274;0.648;0.700;52.3%;228.27;18.7;0.274;29.6;132.520;0.280;0.045;0.484;HUMANO;65.0%
1a344bcb-93ff-495d-bb5e-4aff7d2cc668;79.66;0.440;0.607;0.785;49.0%;159.66;17.1;0.440;19.9;615.487;0.270;0.019;0.423;HUMANO;95.0%
1a35231f-8b60-4d2e-b0ca-ca1e44be06d5;103.40;0.537;0.663;0.820;52.8%;135.50;12.8;0.537;26.1;741.648;0.262;0.036;0.393;HUMANO;95.0%
1a3a0554-20d7-4f63-b770-f54d9ac6f0da;83.02;0.310;0.686;0.813;56.9%;112.04;21.1;0.310;8.2;196.664;0.320;0.013;0.394;HUMANO;75.0%
1a3af91e-c803-4ab6-b9b1-23051c1b8c66;131.53;0.251;0.618;0.828;50.2%;125.52;17.7;0.251;21.7;478.605;0.337;0.016;0.405;HUMANO;65.0%
1a3bbcd6-c85b-476e-82fd-ee61a405efed;74.03;0.242;0.675;0.807;53.8%;100.00;23.1;0.242;6.1;451.132;0.486;0.028;0.406;HUMANO;60.0%
1a3dae53-775b-488c-80a9-ed5d8cb2da1f;70.43;0.516;0.670;0.810;58.0%;127.50;22.4;0.516;14.9;588.290;0.328;0.028;0.440;HUMANO;95.0%
1a403160-a78e-436c-abfe-81b8f6600ca2;200.31;0.349;0.706;0.847;60.6%;108.02;20.2;0.349;13.9;213.967;0.357;0.022;0.400;HUMANO;50.0%
1a4063e8-47eb-4fe8-bdf2-e681c1e398aa;133.11;0.311;0.682;0.820;59.4%;124.02;18.8;0.311;22.8;507.260;0.294;0.028;0.387;HUMANO;75.0%
1a43c9de-1817-4302-a2c2-98864f99ebf7;77.29;0.287;0.650;0.830;53.6%;127.69;17.2;0.287;12.0;910.718;0.326;0.023;0.382;HUMANO;65.0%
1a495ca5-f912-4ab9-bae9-7f58c14dfc6d;182.57;0.400;0.674;0.830;58.9%;137.52;14.4;0.400;31.6;819.137;0.266;0.017;0.406;HUMANO;70.0%
1a4bde4b-bd16-41c7-a3cd-6558a2b1eda8;79.91;0.528;0.658;0.810;55.0%;151.95;18.7;0.528;31.8;319.158;0.328;0.017;0.401;HUMANO;95.0%
1a4c17f2-920a-40b4-9803-cd288701adf2;72.98;0.238;0.696;0.833;58.2%;98.54;20.0;0.238;17.3;613.656;0.423;0.020;0.437;HUMANO;60.0%
1a4f607b-088a-4b30-9414-1ddaa0d82ec4;111.44;0.333;0.623;0.835;50.4%;131.19;14.8;0.333;25.0;672.816;0.357;0.047;0.404;HUMANO;75.0%
1a580264-4cec-4a50-985d-80effe7417ae;101.82;0.312;0.633;0.820;48.4%;127.64;19.6;0.312;25.5;489.280;0.199;0.021;0.405;HUMANO;75.0%
1a5a293f-2c9c-4f48-979b-998f0cf26a61;91.93;0.327;0.644;0.805;53.8%;127.59;19.2;0.327;26.2;399.117;0.324;0.009;0.442;HUMANO;75.0%
1a616135-1bf1-4dc2-a8d1-4eccee89c4d4;92.69;0.505;0.710;0.847;60.9%;112.74;19.0;0.505;24.3;472.711;0.303;0.031;0.396;HUMANO;95.0%
1a73a8fa-d68c-4c6a-93be-b463ac53ac57;83.21;0.245;0.660;0.856;52.8%;89.92;25.3;0.245;10.3;284.416;0.239;0.027;0.380;HUMANO;60.0%
1a840709-53df-4461-b8b6-72e54c9df2fb;118.43;0.571;0.636;0.787;52.9%;144.70;17.0;0.571;10.9;489.628;0.245;0.018;0.449;HUMANO;95.0%
1a8f00bb-e7f2-4435-99d5-049e0a17229c;64.29;0.437;0.570;0.745;45.2%;188.28;23.4;0.437;20.7;408.703;0.315;0.049;0.417;HUMANO;85.0%
1a91e80b-ef7a-4077-9ea8-137e18500596;197.21;0.252;0.640;0.810;53.6%;132.52;17.8;0.252;19.3;689.136;0.239;0.034;0.431;HUMANO;50.0%
1a922b32-0a97-49c4-9c32-9f71f6104b6e;153.05;0.496;0.617;0.796;50.9%;131.84;19.6;0.496;15.9;492.006;0.371;0.019;0.446;HUMANO;80.0%
1a93ac18-4179-4aae-8129-10a42e560d71;113.52;0.292;0.583;0.784;46.6%;165.00;15.9;0.292;12.7;713.358;0.392;0.029;0.443;IA;55.0%
1a9666d4-7176-4035-a6a2-658f1605153b;154.07;0.529;0.671;0.815;55.7%;132.43;14.7;0.529;19.8;1008.790;0.335;0.058;0.367;HUMANO;80.0%
1a96f935-2c7d-4cfc-9311-4a577652f757;93.12;0.378;0.718;0.880;60.9%;68.29;22.9;0.378;4.0;536.159;0.378;0.016;0.351;HUMANO;85.0%
1a97b4d1-0342-4495-a3b7-2646bdfb15a5;44.59;0.466;0.609;0.747;46.0%;178.23;20.4;0.466;17.3;827.663;0.428;0.038;0.422;HUMANO;80.0%
1aa2fbe6-95da-45dd-b3b9-185d00b9c0b0;80.95;0.292;0.669;0.813;53.7%;107.76;16.5;0.292;15.7;580.058;0.284;0.035;0.394;HUMANO;65.0%
1aa3d528-f698-4ba5-b7de-e3995002dc53;114.31;0.298;0.680;0.820;59.0%;142.66;20.0;0.298;7.9;302.902;0.328;0.022;0.404;HUMANO;65.0%
1aa52f80-2727-43ff-a114-ea3bd47e194c;130.60;0.379;0.651;0.800;54.3%;153.20;19.0;0.379;19.7;414.869;0.434;0.011;0.414;HUMANO;85.0%
1aa6c64e-8a78-4f1d-bbc3-2ed1e7a997ce;114.34;0.292;0.627;0.785;51.1%;130.41;19.8;0.292;17.8;410.613;0.332;0.027;0.408;HUMANO;65.0%
1aaaa43a-d1d8-426b-8108-dd354b64aec6;57.71;0.394;0.619;0.785;48.2%;168.77;23.1;0.394;16.8;267.078;0.282;0.030;0.447;HUMANO;85.0%
1aae82ae-91c4-4673-b0b5-bbbb23b5ec0a;190.40;0.504;0.668;0.825;56.1%;118.02;13.1;0.504;27.9;1412.201;0.322;0.028;0.405;HUMANO;80.0%
1ab0a883-8b2c-40ae-89b1-11ac87346183;68.80;0.358;0.561;0.773;43.6%;178.10;24.5;0.358;11.9;290.400;0.312;0.021;0.430;HUMANO;75.0%
1ab1bb66-0acb-46d7-bd52-d639f6935424;144.92;0.508;0.701;0.827;56.9%;109.66;17.6;0.508;17.1;371.593;0.250;0.024;0.420;HUMANO;95.0%
