Documento;Total_Evaluaciones;Consenso;Conteo_Si;Conteo_No;Conteo_Duda;David_Resultado;David_Texto_Conflictivo;David_Observaciones;Elena_Resultado;Elena_Texto_Conflictivo;Elena_Observaciones;Julian_Resultado;Julian_Texto_Conflictivo;Julian_Observaciones;Octavi_Resultado;Octavi_Texto_Conflictivo;Octavi_Observaciones;Santiago_Resultado;Santiago_Texto_Conflictivo;Santiago_Observaciones;lia_Resultado;lia_Texto_Conflictivo;lia_Observaciones;Todos_Textos_Conflictivos
8916ec36-0afd-41fb-861b-7cbcaff4caa4;2;Si;2;0;0;Si;;;;;;;;;;;;Si;;;;;;
89275b80-02fd-4474-92b4-2e7b942b3b81;2;Si;2;0;0;;;;;;;Si;;;Si;;;;;;;;;
8941f86a-da55-4be3-9e67-445eae553b91;2;Si;2;0;0;;;;Si;;;;;;;;;Si;;;;;;
8ab85b1a-97aa-4c60-b6c2-3874d1b25182;2;Si;2;0;0;Si;;;;;;;;;;;;Si;;;;;;
8be08ad8-6136-4735-9716-6242f5996604;2;Si;2;0;0;Si;;;;;;;;;;;;;;;Si;;;
8cd7b5eb-9e03-40da-947d-c778d56f5a5b;2;Si;2;0;0;Si;;;;;;;;;;;;;;;Si;;;
8d0ade17-9fd5-4df7-a65f-6f70c02d23f6;2;Si;2;0;0;Si;;;;;;;;;;;;Si;;;;;;
8dbcaf8c-9c1f-468a-a788-174df6a572e1;2;Si;2;0;0;;;;Si;;;;;;Si;;;;;;;;;
8fd2e30c-0222-42c1-a415-595a2f6b6207;2;Si;2;0;0;;;;;;;;;;;;;Si;;;Si;;;
91ea9664-12c8-4b68-ad2b-39c3120f1c05;2;Si;2;0;0;;;;Si;;;;;;;;;;;;Si;;;
91ecba29-13c7-4be4-8f2a-9fe4eaa92fcb;2;Si;2;0;0;;;;;;;Si;;;Si;;;;;;;;;
93cf21da-1cd8-4d29-bf35-acc9724b45d6;2;Si;2;0;0;;;;Si;;;;;;;;;Si;;;;;;
93dda090-c462-483c-beb4-a6d65a75f297;2;Si;2;0;0;;;;Si;;;;;;;;;Si;;;;;;
941b6f07-3625-4967-a43e-d66a84d2720e;2;No;0;2;0;No;General de Valencia;;;;;No;"""General de Valencia""";;;;;;;;;;;"""General de Valencia"" | General de Valencia"
9493e5f2-f28a-41ef-adf5-8960a6846450;2;Si;2;0;0;;;;;;;Si;;;Si;;;;;;;;;
97a1b4ac-3cd3-423e-b686-b68e9e08fe67;2;Si;2;0;0;Si;;;Si;;;;;;;;;;;;;;;
97bbd3b8-1f0e-4112-9559-376c43b16192;2;Si;2;0;0;;;;;;;;;;Si;;;;;;Si;;;
97ff5b50-f089-4922-8e68-83c6df864d96;2;No;1;1;0;;;;Si;;;;;;No;dado que su condición actual le impide ejercer la práctica clínica activa;;;;;;;;dado que su condición actual le impide ejercer la práctica clínica activa
985344d6-3c30-4d02-94b6-b37601127cef;2;Si;2;0;0;Si;;;Si;;;;;;;;;;;;;;;
990acbf4-1515-4e57-a194-be78f5f2ad81;2;Si;2;0;0;;;;;;;;;;Si;;;Si;;;;;;
99a6ad4d-9f82-4e8a-b92a-531a26c26a4f;2;Si;2;0;0;;;;;;;;;;;;;Si;;;Si;;;
9b08d709-7f64-4465-84b4-0a185d9bbda6;2;Si;2;0;0;;;;;;;;;;Si;;;Si;;;;;;
9b1fa584-bece-47a5-98a0-ae4ce35010a6;2;No;0;2;0;No;General de Madrid;;;;;No;"""General de Madrid""";;;;;;;;;;;"General de Madrid | ""General de Madrid"""
9b3b3be5-a041-41ba-bcd8-e1189e0c3aed;2;Si;2;0;0;Si;;;;;;Si;;;;;;;;;;;;
9b6a00d3-26e4-496e-b54a-6192b2a738a0;2;Si;2;0;0;;;;Si;;;Si;;;;;;;;;;;;
9bfd42f0-4dd9-4275-9e3a-d2eec9429a95;2;Si;2;0;0;;;;Si;;;;;;;;;Si;;;;;;
9c75d792-1eca-4b0a-8dfd-8918698dae9b;2;Si;2;0;0;Si;;;;;;;;;;;;;;;Si;;;
9cf693b8-de6c-4739-be90-7f4da944985a;2;Si;2;0;0;Si;;;Si;;;;;;;;;;;;;;;
9d7a9750-bddb-44f7-997d-7a32e8986306;2;Si;2;0;0;Si;;;;;;;;;;;;Si;;;;;;
9d9db4e6-e6a2-420e-9019-e185120720f5;2;Si;2;0;0;;;;;;;Si;;;;;;;;;Si;;;
9deb466a-dcec-479b-add3-6bab31350542;2;Si;2;0;0;;;;Si;;;;;;Si;;;;;;;;;
9eb7eefd-0904-44ca-8cd9-57c2ba3251b2;2;Si;2;0;0;Si;;;Si;;;;;;;;;;;;;;;
9ed50c75-5824-452f-b4c0-383c7afabd56;2;Si;2;0;0;Si;;;Si;;;;;;;;;;;;;;;
9f3965c2-cbcf-4664-bd43-bed2870adc8e;2;Si;2;0;0;Si;;;;;;;;;;;;Si;;;;;;
9f7e6550-cadb-4599-995d-b7962ee95509;2;Si;2;0;0;Si;;;Si;;;;;;;;;;;;;;;
a17bb548-f96a-49a7-a7e1-1d064d2abd97;2;Si;2;0;0;;;;Si;;;;;;Si;;;;;;;;;
a1c86003-8581-4ac1-a262-2623c30b3746;2;Si;2;0;0;Si;;;;;;;;;Si;;;;;;;;;
a37ee807-af54-4180-b3ca-373b87306467;2;Si;2;0;0;;;;Si;;;;;;Si;;;;;;;;;
a4a8316c-67c3-4e34-bf4c-fa162887276d;2;Si;2;0;0;;;;;;;;;;Si;;;Si;;;;;;
a6d94a7a-fdce-47f4-b587-d245b746f561;2;Si;2;0;0;Si;;;;;;;;;;;;;;;Si;;;
a70f18e8-f0e3-42fe-b8dc-471627fe2a12;2;Si;2;0;0;;;;;;;;;;Si;;;;;;Si;;;
a725fcb9-3120-436d-8464-a61fcdc4e2c8;2;Si;2;0;0;;;;;;;Si;;;Si;;;;;;;;;
a7eb6f66-837c-4399-bc12-91de34780990;2;Si;2;0;0;Si;;;;;;;;;;;;;;;Si;;;
a7ee6f25-dc10-496e-9096-7c42dc766777;2;Si;2;0;0;;;;;;;Si;;;;;;Si;;;;;;
a9114a32-496f-493b-b7ec-25d25e4852e1;2;Si;2;0;0;;;;Si;;;;;;;;;;;;Si;;;
a961f8c1-9315-4015-aa3b-bbced155e1ff;2;Si;2;0;0;;;;;;;Si;;;;;;Si;;;;;;
a97d0155-c391-4805-a736-caf5c87f4483;2;Si;2;0;0;;;;Si;;;;;;;;;;;;Si;;;
a9fd3fc2-59be-4fe5-b33e-f8cd71dc80fb;2;Si;2;0;0;;;;;;;;;;;;;Si;;;Si;;;
aacc2de5-a934-4503-89ab-c2cb3ae93eba;2;Si;2;0;0;;;;Si;;;Si;;;;;;;;;;;;
ab177086-232f-4055-827e-fa89078cde10;2;Si;2;0;0;;;;Si;;;;;;;;;;;;Si;;;
abd58791-b671-485a-be9a-e7150096579d;2;Si;2;0;0;;;;;;;Si;;;;;;Si;;;;;;
aca53375-016c-4685-88aa-0fb2c87e6682;2;Si;2;0;0;;;;;;;Si;;;;;;;;;Si;;;
ada1f708-f809-408f-b1ab-2ea1f7badcdd;2;Si;2;0;0;;;;;;;Si;;;Si;;;;;;;;;
ae0f2cf8-9619-4e78-b411-2d8a0a8cd2b7;2;No;0;2;0;No;Su identificaci�n profesional sanitaria es | Para la gesti�n de su actividad asistencial;;;;;No;"""profesional sanitaria""/""su actividad asistencial""";;;;;;;;;;;"""profesional sanitaria""/""su actividad asistencial"" | Su identificaci�n profesional sanitaria es | Para la gesti�n de su actividad asistencial"
ae344cd9-ffd5-46f8-aeee-ed8af80e8888;2;Si;2;0;0;;;;;;;;;;;;;Si;;;Si;;;
af1027b4-79e8-43ff-82a8-8a89ad3ca086;2;Si;2;0;0;Si;;;;;;Si;;;;;;;;;;;;
b08a4c47-bbdb-4fca-a57a-6ecc65f4a76f;2;Si;2;0;0;Si;;;;;;;;;Si;;;;;;;;;
b249e121-9a85-4b84-b337-9284d9e52ebb;2;Si;2;0;0;Si;;;;;;;;;;;;Si;;;;;;
b24b024c-928b-4aba-b0b7-bc86e17d7e53;2;Si;2;0;0;Si;;;;;;;;;;;;Si;;;;;;
b45c8c51-6a3f-428b-bbee-d2996d62aec2;2;Si;2;0;0;;;;Si;;;;;;;;;;;;Si;;;
b4c989b9-350b-4972-a8c8-14354ada1002;2;Si;2;0;0;Si;;;;;;;;;;;;;;;Si;;;
b7575829-0530-4015-87d5-4eb3de576af9;2;Si;2;0;0;;;;Si;;;Si;;;;;;;;;;;;
b75ad66b-0989-40b9-9ef7-50a64432fa09;2;No;0;2;0;;;;No;espa�ola;;No;"""su nacionalidad es espa�ola""";;;;;;;;;;;"espa�ola | ""su nacionalidad es espa�ola"""
b7b830d9-2a7b-48d7-bb10-80501cae9e28;2;Si;2;0;0;;;;;;;Si;;;;;;Si;;;;;;
b8372294-d7d1-42e1-9c93-310dfad4b2f9;2;Si;2;0;0;;;;;;;;;;Si;;;;;;Si;;;
b8717e67-fc5c-4e8d-ae3d-45ab38788cfd;2;No;0;2;0;;;;;;;;;;No;General de Madrid;;No;General de Madrid;;;;;General de Madrid
b9dc6995-a633-4355-95b1-4cdee6fc2b7a;2;Si;2;0;0;;;;Si;;;;;;;;;Si;;;;;;
bb659948-88a0-4718-92a3-d7dd9fd55800;2;No;0;2;0;;;;;;;No;"""General de Madrid""/""Alameda 12""";;No;General de Madrid;;;;;;;;"General de Madrid | ""General de Madrid""/""Alameda 12"""
bc24f59b-1f65-4cdf-8a2c-c27eae10b4dc;2;Si;2;0;0;Si;;;;;;Si;;;;;;;;;;;;
bcb49a3c-8fc0-43b0-a332-4f0a31169048;2;Si;2;0;0;;;;;;;;;;Si;;;;;;Si;;;
bd5b7333-7893-4b37-b2b3-a57950c86e74;2;Si;2;0;0;Si;;;;;;;;;;;;;;;Si;;;
be955249-010a-40df-91d4-ed73ab336faf;2;Si;2;0;0;Si;;;;;;Si;;;;;;;;;;;;
bf3c3f29-364c-43c6-8500-4f191d5afcff;2;Si;2;0;0;;;;;;;Si;;;;;;Si;;;;;;
c096ded0-6e59-4b6d-aff5-a31366279792;2;Si;2;0;0;;;;Si;;;Si;;;;;;;;;;;;
c14b00d7-2227-4e08-86c0-46e286e62574;2;Si;2;0;0;Si;;;;;;;;;;;;Si;;;;;;
c17df678-20f0-437c-9bb0-94c367af4149;2;Si;2;0;0;;;;Si;;;;;;Si;;;;;;;;;
c371b87b-3c3b-4d7a-87cc-018e9405d2d7;2;Si;2;0;0;;;;;;;;;;;;;Si;;;Si;;;
c473140a-0d2c-410e-bc90-58d139c56223;2;Si;2;0;0;;;;Si;;;;;;Si;;;;;;;;;
c4d879ec-93ab-4b44-947f-06aaf9a9ab3a;2;Si;2;0;0;;;;;;;Si;;;Si;;;;;;;;;
c514e0de-d442-499c-a47b-933eef2f3c53;2;Si;2;0;0;;;;;;;Si;;;;;;;;;Si;;;
c562d75f-da8f-47a6-a0e2-c2e10b2032a6;2;Si;2;0;0;Si;;;;;;;;;;;;Si;;;;;;
c590e6d0-d1c0-48d1-b7dd-c8761d30dd22;2;Si;2;0;0;;;;;;;Si;;;Si;;;;;;;;;
c6508cba-0ed5-4d29-b173-4a3f827cd45c;2;No;0;1;1;;;;;;;No;"""nacionalidad espa�ola""";;;;;Duda;nacionalidad espa�ola;;;;;"""nacionalidad espa�ola"" | nacionalidad espa�ola"
c6bea289-49ab-475a-ba95-d44b33da5bb8;2;Si;2;0;0;;;;Si;;;;;;Si;;;;;;;;;
c72254bb-6603-4034-9e49-ad14ce00df4b;2;Si;2;0;0;Si;;;;;;;;;;;;;;;Si;;;
c76ece35-e720-41bc-a1f8-307c964a05cb;2;Si;2;0;0;Si;;;;;;;;;;;;;;;Si;;;
c8342b40-878a-4e51-b203-721c3d297365;2;Si;2;0;0;;;;Si;;;Si;;;;;;;;;;;;
c8608ced-e70d-4eeb-b76b-778aafdb6289;2;Si;2;0;0;;;;Si;;;;;;Si;;;;;;;;;
ca7ff411-1856-4b2c-a660-e526f5c0d87f;2;Si;2;0;0;;;;Si;;;Si;;;;;;;;;;;;
ca847e67-a5db-4626-a9fc-a65198165e0d;2;Si;2;0;0;Si;;;;;;Si;;;;;;;;;;;;
cbe9fa07-0330-47c3-aeaf-f08327f739c4;2;Si;2;0;0;Si;;;;;;;;;Si;;;;;;;;;
ce32ca1d-a8d3-4443-bb4a-5088d50dbb28;2;Si;2;0;0;Si;;;;;;;;;Si;;;;;;;;;
ce45bb29-9e79-4902-8f49-7c3f07eeb7f4;2;Si;2;0;0;;;;Si;;;;;;Si;;;;;;;;;
ce97b611-1ee8-4685-b69a-5cf4347fbe67;2;Si;2;0;0;;;;Si;;;;;;;;;Si;;;;;;
cea038b7-4542-4b9b-95ec-31dc696a0948;2;Si;2;0;0;;;;;;;Si;;;;;;;;;Si;;;
d05691f9-5ae7-4450-aa61-da73c7b4f62d;2;Si;2;0;0;;;;;;;Si;;;Si;;;;;;;;;
d1781eda-420a-4d68-9a44-7812352a48b0;2;No;0;2;0;;;;;;;;;;No;identificador de empleo **ID-EMP-789123**;;No;ID-EMP-789123;;;;;identificador de empleo **ID-EMP-789123** | ID-EMP-789123
d3b561a8-ab7e-4d6a-b3f3-329ca9ce8043;2;Si;2;0;0;;;;;;;;;;;;;Si;;;Si;;;
d3eee9e6-c007-4c9c-a5aa-e247ee54a87c;2;Si;2;0;0;Si;;;;;;;;;;;;Si;;;;;;
d4eda9a8-8388-4eb8-be28-025847739517;2;Si;2;0;0;;;;;;;Si;;;;;;;;;Si;;;
d5110afc-1fda-4b93-a816-43fefece7d84;2;No;1;1;0;;;;;;;;;;Si;;;No;;;;;;
d58f31ad-4be0-43a2-80e6-947da45ade4b;2;Si;2;0;0;Si;;;;;;;;;;;;Si;;;;;;
d6e5673e-f01c-4f5f-b98d-f1cf5019a905;2;Si;2;0;0;;;;;;;;;;;;;Si;;;Si;;;
d99ccf70-8186-4357-98a3-bf9f847812a2;2;Si;2;0;0;Si;;;Si;;;;;;;;;;;;;;;
da7d71fa-0aa2-4217-876f-96b6c96c3df7;2;Si;2;0;0;;;;Si;;;;;;;;;;;;Si;;;
db0c5dd6-b6d3-4ae5-99b8-b28eb560cb5f;2;Si;2;0;0;;;;;;;Si;;;Si;;;;;;;;;
dbb9ba83-b1b1-4d42-b87e-505f650d2a6d;2;Si;2;0;0;;;;Si;;;Si;;;;;;;;;;;;
dd6c4061-a678-448a-86b0-0be5d7a5e59d;2;Si;2;0;0;;;;Si;;;;;;Si;;;;;;;;;
deb2950c-65fa-4c96-b737-86d047b84e01;2;Si;2;0;0;;;;Si;;;;;;;;;Si;;;;;;
df168e2f-e645-4bae-80ef-58b2033e9f1b;2;Si;2;0;0;;;;;;;Si;;;;;;Si;;;;;;
df4d881b-c62a-493b-b7f1-a47eaa1c3ee8;2;Si;2;0;0;;;;;;;;;;;;;Si;;;Si;;;
e02fe88e-ba39-460f-87c1-0df7e8d175dc;2;No;0;2;0;;;;;;;;;;No;Clínico San Carlos;;No;Cl�nico San Carlos;;;;;Cl�nico San Carlos | Clínico San Carlos
e0516466-c9cd-426d-aea8-41f9287413d5;2;Si;2;0;0;;;;;;;;;;Si;;;Si;;;;;;
e07e925a-69a7-4d83-9d7e-fea8c3773597;2;Si;2;0;0;;;;Si;;;;;;;;;Si;;;;;;
e1cc2b95-74d4-402a-a1b6-e89154a90325;2;Si;2;0;0;;;;;;;;;;;;;Si;;;Si;;;
e223d5ee-c5fd-43e7-87ba-41c4a0b0f09c;2;Si;2;0;0;Si;;;;;;;;;Si;;;;;;;;;
e58afa34-1245-44ed-8c98-5fe49e87756a;2;Si;2;0;0;;;;;;;;;;Si;;;;;;Si;;;
e7592252-32f2-4c89-86db-3eaf7be43a8e;2;Si;2;0;0;;;;;;;Si;;;;;;;;;Si;;;
e943acb1-e48b-4d9b-8cd6-0a24e3ab1bb3;2;Si;2;0;0;;;;;;;;;;;;;Si;;;Si;;;
e9bb80a6-89e6-4940-8730-c09af2427074;2;Si;2;0;0;;;;;;;Si;;;Si;;;;;;;;;
eafc1fa8-004b-4af5-a63b-453ec1b4c3cf;2;Si;2;0;0;;;;;;;Si;;;;;;;;;Si;;;
ed696542-5acf-4545-9e89-4b616831dda7;2;Si;2;0;0;Si;;;;;;;;;Si;;;;;;;;;
ed90a4a5-a0ea-4703-a1b7-ee21fd48a531;2;Si;2;0;0;;;;;;;Si;;;Si;;;;;;;;;
edffc5f4-6600-4fcf-9ae7-3b6fe6aa8ce8;2;Si;2;0;0;;;;Si;;;;;;;;;;;;Si;;;
ee4768be-6b34-4650-be30-6b1ccff0353b;2;Si;2;0;0;;;;Si;;;;;;;;;;;;Si;;;
eee98100-9d67-4048-add1-4decb9c3190a;2;Si;2;0;0;;;;Si;;;;;;;;;;;;Si;;;
ef435dd2-36d7-4da4-816f-8b77abec4343;2;Si;2;0;0;Si;;;Si;;;;;;;;;;;;;;;
ef560192-7085-49b4-81ac-3acd03db11c0;2;Si;2;0;0;;;;;;;;;;;;;Si;;;Si;;;
f023dc89-0db4-4a89-8c63-6f139050f515;2;Si;2;0;0;;;;;;;;;;;;;Si;;;Si;;;
f0fdcd2b-e06d-41a7-8b38-83c696ff7602;2;Si;2;0;0;;;;;;;;;;Si;;;Si;;;;;;
f129910a-7593-4f4c-8e6e-b4686809c5ba;2;Si;2;0;0;;;;Si;;;;;;Si;;;;;;;;;
f13702f5-cbb7-4ef3-b2a2-8cc13d18b444;2;Si;2;0;0;;;;Si;;;Si;;;;;;;;;;;;
f1e58d82-b7bd-4efc-b6c3-bc58b9c89e3e;2;Si;2;0;0;;;;;;;Si;;;;;;;;;Si;;;
f23903d2-ac59-4019-a27b-57b8b1216edc;2;Si;2;0;0;;;;;;;Si;;;Si;;;;;;;;;
f2762d6f-3e48-4dbb-a120-0fa5d95d76d7;2;Si;2;0;0;Si;;;;;;Si;;;;;;;;;;;;
f27dbcfa-90da-41b1-a365-7cbdc86a8b70;2;Si;2;0;0;Si;;;;;;;;;;;;Si;;;;;;
f327aa58-45a2-4abf-966c-d3f73cc08229;2;Si;2;0;0;;;;Si;;;;;;;;;Si;;;;;;
f41d914f-10d7-48f9-8474-9d50216aea91;2;Si;2;0;0;;;;;;;;;;;;;Si;;;Si;;;
f453419f-8c70-4d74-a52e-ba6f7c8f5aee;2;Si;2;0;0;;;;;;;;;;;;;Si;;;Si;;;
f59296b5-716b-4728-9c82-0a1a45ffcc51;2;Si;2;0;0;Si;;;;;;Si;;;;;;;;;;;;
f750e4de-4423-46bf-9f71-c849868f1082;2;No;0;2;0;;;;No;General de Valencia;;;;;;;;No;General de Valencia;;;;;General de Valencia
f8525128-b450-4e6e-b73c-d15e0a573fe2;2;Si;2;0;0;;;;;;;;;;Si;;;;;;Si;;;
fa7580b8-9bca-421b-b568-c7d4b14518eb;2;Si;2;0;0;Si;;;;;;;;;;;;;;;Si;;;
faad235f-0736-461f-b028-07d96a29d82c;2;Si;2;0;0;;;;;;;;;;Si;;;;;;Si;;;
fb127329-bf1d-472f-842d-b16071888018;2;Si;2;0;0;;;;Si;;;;;;;;;;;;Si;;;
fc6991f8-6f82-4f5e-a8ac-4e2a72afd196;2;Si;2;0;0;;;;Si;;;Si;;;;;;;;;;;;
fce9573d-391e-4c8d-91ba-3990f38c9b04;2;Si;2;0;0;;;;;;;Si;;;;;;;;;Si;;;
fe15aba8-7f8b-47fd-b6bf-669f597604e1;2;Si;2;0;0;;;;Si;;;Si;;;;;;;;;;;;
